product_name,category,product_type,brand,color,size,material,price,discount,rating,stock,occasion,date,description
Adidas Laptop Bag,Bags,Laptop Bag,Adidas,Red,Free,Canvas,7138,25,4.4,122,Formal,2024-12,"Adidas Laptop Bag made of Canvas, suitable for formal wear."
Zara Sneakers,Footwear,Sneakers,Zara,Brown,Free,Polyester,1880,33,3.3,129,Sports,2024-10,"Zara Sneakers made of Polyester, suitable for sports wear."
Zara Sling Bag,Bags,Sling Bag,Zara,Red,Free,Denim,9972,47,4.1,196,Travel,2024-10,"Zara Sling Bag made of Denim, suitable for travel wear."
Adidas Laptop Bag,Bags,Laptop Bag,Adidas,Green,Free,Cotton,5343,13,3.7,91,Casual,2024-07,"Adidas Laptop Bag made of Cotton, suitable for casual wear."
Tommy Hilfiger Smart Watch,Watches,Smart Watch,Tommy Hilfiger,Brown,Free,Canvas,578,11,4.8,4,Casual,2024-02,"Tommy Hilfiger Smart Watch made of Canvas, suitable for casual wear."
Tommy Hilfiger Sneakers,Footwear,Sneakers,Tommy Hilfiger,Green,Free,Cotton,4260,42,4.8,199,Party,2024-10,"Tommy Hilfiger Sneakers made of Cotton, suitable for party wear."
Fossil Sneakers,Footwear,Sneakers,Fossil,Brown,Free,Denim,7890,19,4.8,33,Party,2024-12,"Fossil Sneakers made of Denim, suitable for party wear."
H&M Sling Bag,Bags,Sling Bag,H&M,Blue,Free,Polyester,9544,32,3.8,125,Sports,2024-08,"H&M Sling Bag made of Polyester, suitable for sports wear."
H&M Trousers,Pants,Trousers,H&M,White,M,Polyester,3523,11,3.1,90,Formal,2024-01,"H&M Trousers made of Polyester, suitable for formal wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Grey,Free,Cotton,2889,46,3.4,101,Travel,2024-03,"Fossil Digital Watch made of Cotton, suitable for travel wear."
Nike Denim Shirt,Shirts,Denim Shirt,Nike,White,XL,Polyester,9834,27,4.0,159,Formal,2024-11,"Nike Denim Shirt made of Polyester, suitable for formal wear."
Adidas Formal Shoes,Footwear,Formal Shoes,Adidas,Brown,Free,Denim,725,47,3.6,160,Sports,2024-03,"Adidas Formal Shoes made of Denim, suitable for sports wear."
Zara Digital Watch,Watches,Digital Watch,Zara,Black,Free,Leather,812,30,4.5,152,Casual,2024-07,"Zara Digital Watch made of Leather, suitable for casual wear."
Fossil Jeans,Pants,Jeans,Fossil,Green,S,Cotton,2138,38,3.1,114,Travel,2024-09,"Fossil Jeans made of Cotton, suitable for travel wear."
Zara Sling Bag,Bags,Sling Bag,Zara,Brown,Free,Polyester,3544,33,4.5,163,Travel,2024-01,"Zara Sling Bag made of Polyester, suitable for travel wear."
Tommy Hilfiger Duffel Bag,Bags,Duffel Bag,Tommy Hilfiger,White,Free,Cotton,8004,32,3.2,11,Formal,2024-09,"Tommy Hilfiger Duffel Bag made of Cotton, suitable for formal wear."
H&M Formal Shoes,Footwear,Formal Shoes,H&M,Grey,Free,Cotton,4430,9,3.7,42,Casual,2024-11,"H&M Formal Shoes made of Cotton, suitable for casual wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Grey,Free,Leather,7679,10,3.5,72,Travel,2024-04,"Fossil Digital Watch made of Leather, suitable for travel wear."
Fossil Denim Shirt,Shirts,Denim Shirt,Fossil,Red,L,Denim,8267,24,4.1,34,Travel,2024-09,"Fossil Denim Shirt made of Denim, suitable for travel wear."
Tommy Hilfiger Sandals,Footwear,Sandals,Tommy Hilfiger,White,Free,Polyester,6482,29,4.4,115,Casual,2024-01,"Tommy Hilfiger Sandals made of Polyester, suitable for casual wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Brown,Free,Leather,7318,18,4.8,93,Travel,2024-06,"Fossil Digital Watch made of Leather, suitable for travel wear."
Puma Joggers,Pants,Joggers,Puma,White,XL,Leather,6805,35,4.7,56,Sports,2024-12,"Puma Joggers made of Leather, suitable for sports wear."
Tommy Hilfiger Backpack,Bags,Backpack,Tommy Hilfiger,White,Free,Denim,8873,14,3.7,137,Travel,2024-07,"Tommy Hilfiger Backpack made of Denim, suitable for travel wear."
Levis Chinos,Pants,Chinos,Levis,Blue,S,Cotton,1527,26,4.2,134,Casual,2024-04,"Levis Chinos made of Cotton, suitable for casual wear."
Fossil Backpack,Bags,Backpack,Fossil,Red,Free,Cotton,7704,31,4.9,59,Formal,2024-01,"Fossil Backpack made of Cotton, suitable for formal wear."
Tommy Hilfiger Sneakers,Footwear,Sneakers,Tommy Hilfiger,Grey,Free,Leather,521,25,4.1,118,Formal,2024-11,"Tommy Hilfiger Sneakers made of Leather, suitable for formal wear."
Adidas Denim Shirt,Shirts,Denim Shirt,Adidas,Green,L,Denim,601,20,4.6,20,Party,2024-03,"Adidas Denim Shirt made of Denim, suitable for party wear."
Zara Casual Shirt,Shirts,Casual Shirt,Zara,Green,M,Polyester,5727,6,3.6,24,Party,2024-06,"Zara Casual Shirt made of Polyester, suitable for party wear."
Tommy Hilfiger Denim Shirt,Shirts,Denim Shirt,Tommy Hilfiger,Grey,M,Cotton,4457,26,4.1,80,Formal,2024-02,"Tommy Hilfiger Denim Shirt made of Cotton, suitable for formal wear."
Fossil Jeans,Pants,Jeans,Fossil,White,XL,Polyester,7328,37,3.9,96,Formal,2024-08,"Fossil Jeans made of Polyester, suitable for formal wear."
Puma Laptop Bag,Bags,Laptop Bag,Puma,Black,Free,Cotton,4545,7,4.6,34,Casual,2024-08,"Puma Laptop Bag made of Cotton, suitable for casual wear."
Fossil Smart Watch,Watches,Smart Watch,Fossil,Red,Free,Polyester,4147,24,4.2,109,Casual,2024-10,"Fossil Smart Watch made of Polyester, suitable for casual wear."
Puma Formal Shirt,Shirts,Formal Shirt,Puma,Grey,L,Denim,4680,43,4.2,69,Party,2024-11,"Puma Formal Shirt made of Denim, suitable for party wear."
Adidas Sling Bag,Bags,Sling Bag,Adidas,White,Free,Cotton,4000,18,4.2,120,Party,2024-05,"Adidas Sling Bag made of Cotton, suitable for party wear."
Nike Denim Shirt,Shirts,Denim Shirt,Nike,Blue,S,Leather,2413,10,3.3,39,Travel,2024-08,"Nike Denim Shirt made of Leather, suitable for travel wear."
H&M Laptop Bag,Bags,Laptop Bag,H&M,Black,Free,Polyester,6460,48,4.5,46,Party,2024-04,"H&M Laptop Bag made of Polyester, suitable for party wear."
Zara Laptop Bag,Bags,Laptop Bag,Zara,White,Free,Polyester,3143,33,4.7,140,Travel,2024-01,"Zara Laptop Bag made of Polyester, suitable for travel wear."
H&M Casual Shirt,Shirts,Casual Shirt,H&M,Brown,XL,Leather,6544,45,3.6,163,Sports,2024-11,"H&M Casual Shirt made of Leather, suitable for sports wear."
Puma Digital Watch,Watches,Digital Watch,Puma,Green,Free,Polyester,3794,34,4.7,113,Casual,2024-12,"Puma Digital Watch made of Polyester, suitable for casual wear."
Tommy Hilfiger Analog Watch,Watches,Analog Watch,Tommy Hilfiger,Grey,Free,Canvas,4857,7,3.2,99,Party,2024-04,"Tommy Hilfiger Analog Watch made of Canvas, suitable for party wear."
Puma Analog Watch,Watches,Analog Watch,Puma,Black,Free,Cotton,5820,38,4.7,149,Travel,2024-02,"Puma Analog Watch made of Cotton, suitable for travel wear."
Fossil Analog Watch,Watches,Analog Watch,Fossil,White,Free,Polyester,3530,14,5.0,83,Formal,2024-11,"Fossil Analog Watch made of Polyester, suitable for formal wear."
Zara Laptop Bag,Bags,Laptop Bag,Zara,Brown,Free,Denim,4341,33,5.0,108,Travel,2024-07,"Zara Laptop Bag made of Denim, suitable for travel wear."
Tommy Hilfiger Formal Shirt,Shirts,Formal Shirt,Tommy Hilfiger,White,XL,Denim,5416,15,3.6,121,Travel,2024-01,"Tommy Hilfiger Formal Shirt made of Denim, suitable for travel wear."
H&M Sandals,Footwear,Sandals,H&M,White,Free,Cotton,7206,17,3.7,113,Formal,2024-12,"H&M Sandals made of Cotton, suitable for formal wear."
Nike Denim Shirt,Shirts,Denim Shirt,Nike,Grey,S,Polyester,6571,49,4.7,155,Casual,2024-07,"Nike Denim Shirt made of Polyester, suitable for casual wear."
H&M Joggers,Pants,Joggers,H&M,Black,M,Leather,6020,33,4.3,8,Party,2024-04,"H&M Joggers made of Leather, suitable for party wear."
Adidas Sling Bag,Bags,Sling Bag,Adidas,Red,Free,Canvas,1074,23,3.7,76,Travel,2024-03,"Adidas Sling Bag made of Canvas, suitable for travel wear."
Tommy Hilfiger Casual Shirt,Shirts,Casual Shirt,Tommy Hilfiger,White,M,Leather,3458,20,3.4,83,Formal,2024-09,"Tommy Hilfiger Casual Shirt made of Leather, suitable for formal wear."
Tommy Hilfiger Digital Watch,Watches,Digital Watch,Tommy Hilfiger,Black,Free,Leather,1698,39,4.8,40,Casual,2024-12,"Tommy Hilfiger Digital Watch made of Leather, suitable for casual wear."
H&M Casual Shirt,Shirts,Casual Shirt,H&M,Blue,S,Cotton,2908,17,3.6,131,Sports,2024-03,"H&M Casual Shirt made of Cotton, suitable for sports wear."
Fossil Formal Shirt,Shirts,Formal Shirt,Fossil,Black,M,Cotton,5979,40,4.4,36,Casual,2024-06,"Fossil Formal Shirt made of Cotton, suitable for casual wear."
Nike Chinos,Pants,Chinos,Nike,Green,S,Denim,8518,9,4.3,141,Sports,2024-03,"Nike Chinos made of Denim, suitable for sports wear."
Adidas Smart Watch,Watches,Smart Watch,Adidas,Grey,Free,Canvas,4471,8,4.7,108,Formal,2024-04,"Adidas Smart Watch made of Canvas, suitable for formal wear."
Puma Casual Shirt,Shirts,Casual Shirt,Puma,Red,S,Polyester,9247,31,3.8,200,Party,2024-10,"Puma Casual Shirt made of Polyester, suitable for party wear."
Nike Chinos,Pants,Chinos,Nike,Black,XL,Cotton,5683,12,5.0,198,Party,2024-11,"Nike Chinos made of Cotton, suitable for party wear."
Tommy Hilfiger Backpack,Bags,Backpack,Tommy Hilfiger,Red,Free,Canvas,9029,10,4.2,84,Travel,2024-01,"Tommy Hilfiger Backpack made of Canvas, suitable for travel wear."
Nike Analog Watch,Watches,Analog Watch,Nike,Red,Free,Polyester,3629,41,4.7,28,Sports,2024-08,"Nike Analog Watch made of Polyester, suitable for sports wear."
Adidas Backpack,Bags,Backpack,Adidas,Green,Free,Leather,956,16,4.6,57,Sports,2024-04,"Adidas Backpack made of Leather, suitable for sports wear."
Fossil Analog Watch,Watches,Analog Watch,Fossil,Grey,Free,Polyester,5152,22,3.9,193,Casual,2024-07,"Fossil Analog Watch made of Polyester, suitable for casual wear."
Adidas Backpack,Bags,Backpack,Adidas,Green,Free,Denim,8749,28,3.2,167,Formal,2024-08,"Adidas Backpack made of Denim, suitable for formal wear."
Nike Laptop Bag,Bags,Laptop Bag,Nike,Blue,Free,Polyester,4188,49,3.9,0,Sports,2024-04,"Nike Laptop Bag made of Polyester, suitable for sports wear."
Zara Trousers,Pants,Trousers,Zara,Green,S,Canvas,9691,36,3.4,182,Sports,2024-02,"Zara Trousers made of Canvas, suitable for sports wear."
Zara Sneakers,Footwear,Sneakers,Zara,Blue,Free,Cotton,2351,25,4.3,142,Sports,2024-04,"Zara Sneakers made of Cotton, suitable for sports wear."
Zara Formal Shoes,Footwear,Formal Shoes,Zara,Grey,Free,Cotton,7842,50,3.8,175,Sports,2024-04,"Zara Formal Shoes made of Cotton, suitable for sports wear."
Tommy Hilfiger Formal Shoes,Footwear,Formal Shoes,Tommy Hilfiger,Brown,Free,Cotton,2154,32,4.7,39,Party,2024-08,"Tommy Hilfiger Formal Shoes made of Cotton, suitable for party wear."
H&M Smart Watch,Watches,Smart Watch,H&M,Green,Free,Leather,3194,44,4.8,183,Formal,2024-01,"H&M Smart Watch made of Leather, suitable for formal wear."
H&M Duffel Bag,Bags,Duffel Bag,H&M,Black,Free,Denim,9392,36,3.6,197,Sports,2024-10,"H&M Duffel Bag made of Denim, suitable for sports wear."
Nike Backpack,Bags,Backpack,Nike,Blue,Free,Canvas,898,15,4.4,17,Travel,2024-07,"Nike Backpack made of Canvas, suitable for travel wear."
Zara Formal Shoes,Footwear,Formal Shoes,Zara,Black,Free,Cotton,4265,16,3.1,99,Casual,2024-09,"Zara Formal Shoes made of Cotton, suitable for casual wear."
Tommy Hilfiger Joggers,Pants,Joggers,Tommy Hilfiger,Blue,L,Canvas,9815,7,3.5,79,Formal,2024-09,"Tommy Hilfiger Joggers made of Canvas, suitable for formal wear."
Nike Duffel Bag,Bags,Duffel Bag,Nike,Green,Free,Canvas,1427,28,4.7,84,Party,2024-06,"Nike Duffel Bag made of Canvas, suitable for party wear."
Adidas Casual Shirt,Shirts,Casual Shirt,Adidas,Black,L,Polyester,9171,32,3.1,154,Party,2024-08,"Adidas Casual Shirt made of Polyester, suitable for party wear."
H&M Joggers,Pants,Joggers,H&M,Blue,S,Denim,2222,34,3.6,86,Formal,2024-01,"H&M Joggers made of Denim, suitable for formal wear."
Zara Duffel Bag,Bags,Duffel Bag,Zara,Grey,Free,Cotton,673,5,3.2,103,Sports,2024-08,"Zara Duffel Bag made of Cotton, suitable for sports wear."
Zara Analog Watch,Watches,Analog Watch,Zara,White,Free,Denim,8131,19,3.3,39,Formal,2024-05,"Zara Analog Watch made of Denim, suitable for formal wear."
Puma Formal Shirt,Shirts,Formal Shirt,Puma,White,L,Denim,5440,10,4.2,69,Casual,2024-02,"Puma Formal Shirt made of Denim, suitable for casual wear."
H&M Smart Watch,Watches,Smart Watch,H&M,Brown,Free,Canvas,7917,6,3.7,95,Formal,2024-09,"H&M Smart Watch made of Canvas, suitable for formal wear."
Tommy Hilfiger Digital Watch,Watches,Digital Watch,Tommy Hilfiger,Grey,Free,Canvas,2685,11,5.0,190,Sports,2024-09,"Tommy Hilfiger Digital Watch made of Canvas, suitable for sports wear."
Tommy Hilfiger Duffel Bag,Bags,Duffel Bag,Tommy Hilfiger,Blue,Free,Polyester,968,26,4.9,30,Formal,2024-12,"Tommy Hilfiger Duffel Bag made of Polyester, suitable for formal wear."
Puma Duffel Bag,Bags,Duffel Bag,Puma,Black,Free,Cotton,4256,30,3.5,50,Casual,2024-11,"Puma Duffel Bag made of Cotton, suitable for casual wear."
Zara Sandals,Footwear,Sandals,Zara,Green,Free,Polyester,7311,11,4.4,175,Formal,2024-03,"Zara Sandals made of Polyester, suitable for formal wear."
Tommy Hilfiger Smart Watch,Watches,Smart Watch,Tommy Hilfiger,Brown,Free,Polyester,9201,43,4.0,53,Sports,2024-10,"Tommy Hilfiger Smart Watch made of Polyester, suitable for sports wear."
Adidas Sandals,Footwear,Sandals,Adidas,Blue,Free,Polyester,1596,35,4.8,69,Sports,2024-08,"Adidas Sandals made of Polyester, suitable for sports wear."
Nike Sneakers,Footwear,Sneakers,Nike,Blue,Free,Leather,8439,18,4.9,136,Casual,2024-03,"Nike Sneakers made of Leather, suitable for casual wear."
Fossil Sneakers,Footwear,Sneakers,Fossil,Black,Free,Canvas,2470,12,5.0,170,Formal,2024-03,"Fossil Sneakers made of Canvas, suitable for formal wear."
Adidas Running Shoes,Footwear,Running Shoes,Adidas,Black,Free,Cotton,9170,15,3.6,25,Sports,2024-08,"Adidas Running Shoes made of Cotton, suitable for sports wear."
Levis Formal Shirt,Shirts,Formal Shirt,Levis,Brown,XL,Cotton,2250,49,4.8,152,Travel,2024-08,"Levis Formal Shirt made of Cotton, suitable for travel wear."
Zara Backpack,Bags,Backpack,Zara,Grey,Free,Denim,2166,9,3.1,119,Formal,2024-12,"Zara Backpack made of Denim, suitable for formal wear."
Puma Formal Shirt,Shirts,Formal Shirt,Puma,Green,M,Cotton,6358,10,3.4,142,Travel,2024-05,"Puma Formal Shirt made of Cotton, suitable for travel wear."
Fossil Smart Watch,Watches,Smart Watch,Fossil,Blue,Free,Cotton,7624,40,4.0,23,Sports,2024-09,"Fossil Smart Watch made of Cotton, suitable for sports wear."
Nike Laptop Bag,Bags,Laptop Bag,Nike,Blue,Free,Denim,9091,5,4.5,132,Party,2024-04,"Nike Laptop Bag made of Denim, suitable for party wear."
Adidas Denim Shirt,Shirts,Denim Shirt,Adidas,Green,XL,Canvas,5829,19,3.7,102,Travel,2024-09,"Adidas Denim Shirt made of Canvas, suitable for travel wear."
Zara Joggers,Pants,Joggers,Zara,Black,XL,Leather,2191,23,4.1,103,Party,2024-10,"Zara Joggers made of Leather, suitable for party wear."
Adidas Formal Shoes,Footwear,Formal Shoes,Adidas,Black,Free,Leather,3174,22,3.0,163,Casual,2024-01,"Adidas Formal Shoes made of Leather, suitable for casual wear."
Nike Backpack,Bags,Backpack,Nike,Red,Free,Canvas,1150,7,4.3,199,Formal,2024-09,"Nike Backpack made of Canvas, suitable for formal wear."
Tommy Hilfiger Casual Shirt,Shirts,Casual Shirt,Tommy Hilfiger,Grey,S,Polyester,9276,47,4.0,122,Formal,2024-07,"Tommy Hilfiger Casual Shirt made of Polyester, suitable for formal wear."
Puma Analog Watch,Watches,Analog Watch,Puma,Red,Free,Denim,7422,39,4.0,188,Casual,2024-11,"Puma Analog Watch made of Denim, suitable for casual wear."
Zara Formal Shoes,Footwear,Formal Shoes,Zara,Black,Free,Polyester,6438,13,4.0,108,Formal,2024-02,"Zara Formal Shoes made of Polyester, suitable for formal wear."
Tommy Hilfiger Analog Watch,Watches,Analog Watch,Tommy Hilfiger,Black,Free,Canvas,4954,50,3.9,147,Travel,2024-04,"Tommy Hilfiger Analog Watch made of Canvas, suitable for travel wear."
Puma Denim Shirt,Shirts,Denim Shirt,Puma,Brown,L,Denim,5092,6,4.8,35,Formal,2024-04,"Puma Denim Shirt made of Denim, suitable for formal wear."
Adidas Denim Shirt,Shirts,Denim Shirt,Adidas,Brown,XL,Leather,9414,19,3.8,183,Casual,2024-06,"Adidas Denim Shirt made of Leather, suitable for casual wear."
Adidas Joggers,Pants,Joggers,Adidas,Green,L,Canvas,4229,44,3.3,75,Party,2024-11,"Adidas Joggers made of Canvas, suitable for party wear."
Levis Duffel Bag,Bags,Duffel Bag,Levis,White,Free,Denim,4923,39,3.3,10,Casual,2024-07,"Levis Duffel Bag made of Denim, suitable for casual wear."
Puma Sandals,Footwear,Sandals,Puma,Black,Free,Denim,8538,26,4.5,170,Sports,2024-04,"Puma Sandals made of Denim, suitable for sports wear."
Puma Analog Watch,Watches,Analog Watch,Puma,Red,Free,Polyester,9410,9,4.7,21,Travel,2024-03,"Puma Analog Watch made of Polyester, suitable for travel wear."
Puma Duffel Bag,Bags,Duffel Bag,Puma,Grey,Free,Canvas,6670,14,3.7,157,Formal,2024-09,"Puma Duffel Bag made of Canvas, suitable for formal wear."
Adidas Joggers,Pants,Joggers,Adidas,Black,S,Canvas,702,38,4.2,45,Sports,2024-11,"Adidas Joggers made of Canvas, suitable for sports wear."
Nike Joggers,Pants,Joggers,Nike,Blue,S,Denim,4622,24,4.0,176,Party,2024-02,"Nike Joggers made of Denim, suitable for party wear."
Adidas Casual Shirt,Shirts,Casual Shirt,Adidas,White,L,Denim,4479,25,4.1,79,Formal,2024-08,"Adidas Casual Shirt made of Denim, suitable for formal wear."
Zara Sneakers,Footwear,Sneakers,Zara,Black,Free,Leather,1013,29,5.0,69,Party,2024-06,"Zara Sneakers made of Leather, suitable for party wear."
Adidas Sandals,Footwear,Sandals,Adidas,Grey,Free,Denim,4507,41,4.6,105,Casual,2024-04,"Adidas Sandals made of Denim, suitable for casual wear."
Adidas Analog Watch,Watches,Analog Watch,Adidas,Black,Free,Canvas,572,40,3.8,75,Party,2024-03,"Adidas Analog Watch made of Canvas, suitable for party wear."
Fossil Running Shoes,Footwear,Running Shoes,Fossil,Green,Free,Canvas,2673,35,4.1,82,Sports,2024-02,"Fossil Running Shoes made of Canvas, suitable for sports wear."
Nike Joggers,Pants,Joggers,Nike,Red,M,Cotton,9274,27,4.2,198,Travel,2024-05,"Nike Joggers made of Cotton, suitable for travel wear."
H&M Backpack,Bags,Backpack,H&M,Black,Free,Denim,4025,28,4.2,58,Travel,2024-10,"H&M Backpack made of Denim, suitable for travel wear."
Adidas Sling Bag,Bags,Sling Bag,Adidas,White,Free,Leather,7811,12,4.4,122,Travel,2024-10,"Adidas Sling Bag made of Leather, suitable for travel wear."
Adidas Formal Shirt,Shirts,Formal Shirt,Adidas,Brown,L,Leather,4838,40,3.4,34,Formal,2024-10,"Adidas Formal Shirt made of Leather, suitable for formal wear."
H&M Sling Bag,Bags,Sling Bag,H&M,Brown,Free,Leather,8024,11,4.3,88,Travel,2024-11,"H&M Sling Bag made of Leather, suitable for travel wear."
Tommy Hilfiger Digital Watch,Watches,Digital Watch,Tommy Hilfiger,Green,Free,Leather,9899,7,4.1,168,Sports,2024-09,"Tommy Hilfiger Digital Watch made of Leather, suitable for sports wear."
Puma Duffel Bag,Bags,Duffel Bag,Puma,Grey,Free,Denim,5422,48,3.8,49,Casual,2024-03,"Puma Duffel Bag made of Denim, suitable for casual wear."
Adidas Trousers,Pants,Trousers,Adidas,Red,S,Canvas,6535,11,5.0,38,Sports,2024-12,"Adidas Trousers made of Canvas, suitable for sports wear."
Levis Analog Watch,Watches,Analog Watch,Levis,Grey,Free,Denim,4167,42,3.9,81,Casual,2024-07,"Levis Analog Watch made of Denim, suitable for casual wear."
Zara Trousers,Pants,Trousers,Zara,Brown,XL,Canvas,3607,29,3.2,116,Sports,2024-07,"Zara Trousers made of Canvas, suitable for sports wear."
Tommy Hilfiger Digital Watch,Watches,Digital Watch,Tommy Hilfiger,Grey,Free,Polyester,2405,24,3.8,109,Travel,2024-10,"Tommy Hilfiger Digital Watch made of Polyester, suitable for travel wear."
Levis Backpack,Bags,Backpack,Levis,White,Free,Polyester,8104,32,4.9,49,Formal,2024-08,"Levis Backpack made of Polyester, suitable for formal wear."
Levis Laptop Bag,Bags,Laptop Bag,Levis,Red,Free,Denim,5101,14,4.6,191,Sports,2024-06,"Levis Laptop Bag made of Denim, suitable for sports wear."
Zara Digital Watch,Watches,Digital Watch,Zara,Grey,Free,Canvas,6771,23,3.4,49,Party,2024-10,"Zara Digital Watch made of Canvas, suitable for party wear."
Nike Formal Shirt,Shirts,Formal Shirt,Nike,White,L,Canvas,9190,18,4.2,31,Casual,2024-11,"Nike Formal Shirt made of Canvas, suitable for casual wear."
Nike Formal Shoes,Footwear,Formal Shoes,Nike,Green,Free,Polyester,7758,44,4.9,135,Party,2024-03,"Nike Formal Shoes made of Polyester, suitable for party wear."
Puma Joggers,Pants,Joggers,Puma,White,L,Denim,2152,39,4.1,166,Formal,2024-07,"Puma Joggers made of Denim, suitable for formal wear."
Tommy Hilfiger Chinos,Pants,Chinos,Tommy Hilfiger,Grey,XL,Polyester,7383,47,3.1,7,Casual,2024-09,"Tommy Hilfiger Chinos made of Polyester, suitable for casual wear."
